               Epoch,            train/Lpix,          train/Lcon,          train/Lcol,              val/Lpix,            val/Lcon,            val/Lcol, 
                  21,         1.20207e-01,         1.20649e-01,         1.19407e-01,         1.54161e-01,         9.54111e-02,         1.16291e-01
                  22,         1.20187e-01,         1.20632e-01,         1.19397e-01,         1.54143e-01,         9.53348e-02,         1.16329e-01
                  23,         1.20161e-01,         1.20614e-01,         1.19393e-01,         1.54120e-01,         9.52667e-02,         1.16351e-01
                  24,         1.20131e-01,         1.20595e-01,         1.19391e-01,         1.54094e-01,         9.52047e-02,         1.16343e-01
                  25,         1.20096e-01,         1.20574e-01,         1.19393e-01,         1.54063e-01,         9.51695e-02,         1.16342e-01
                  26,         1.20051e-01,         1.20551e-01,         1.19403e-01,         1.54016e-01,         9.51405e-02,         1.16346e-01
                  27,         1.19980e-01,         1.20522e-01,         1.19432e-01,         1.53964e-01,         9.51131e-02,         1.16346e-01
                  28,         1.19919e-01,         1.20492e-01,         1.19445e-01,         1.53905e-01,         9.50923e-02,         1.16347e-01
                  29,         1.19876e-01,         1.20465e-01,         1.19438e-01,         1.53870e-01,         9.50773e-02,         1.16348e-01
                  30,         1.19842e-01,         1.20448e-01,         1.19426e-01,         1.53868e-01,         9.50611e-02,         1.16347e-01
                  31,         1.19842e-01,         1.20447e-01,         1.19419e-01,         1.53866e-01,         9.48942e-02,         1.16306e-01
                  32,         1.19839e-01,         1.20444e-01,         1.19416e-01,         1.53863e-01,         9.48072e-02,         1.16392e-01
                  33,         1.19836e-01,         1.20442e-01,         1.19414e-01,         1.53860e-01,         9.41303e-02,         1.16100e-01
                  34,         1.19832e-01,         1.20439e-01,         1.19412e-01,         1.53857e-01,         9.38218e-02,         1.15728e-01
                  35,         1.19829e-01,         1.20436e-01,         1.19410e-01,         1.53855e-01,         9.37580e-02,         1.15664e-01
                  36,         1.19826e-01,         1.20434e-01,         1.19408e-01,         1.53852e-01,         9.37098e-02,         1.15631e-01
                  37,         1.19823e-01,         1.20431e-01,         1.19406e-01,         1.53849e-01,         9.36463e-02,         1.15590e-01
                  38,         1.19820e-01,         1.20429e-01,         1.19404e-01,         1.53846e-01,         9.35962e-02,         1.15565e-01
                  39,         1.19817e-01,         1.20426e-01,         1.19402e-01,         1.53843e-01,         9.35240e-02,         1.15521e-01
                  40,         1.19810e-01,         1.20423e-01,         1.19407e-01,         1.53843e-01,         9.35990e-02,         1.15639e-01
                  41,         1.19811e-01,         1.20423e-01,         1.19405e-01,         1.53843e-01,         9.32749e-02,         1.15296e-01
                  42,         1.19811e-01,         1.20423e-01,         1.19404e-01,         1.53843e-01,         9.32690e-02,         1.15294e-01
                  43,         1.19811e-01,         1.20423e-01,         1.19404e-01,         1.53843e-01,         9.32674e-02,         1.15300e-01
                  44,         1.19811e-01,         1.20422e-01,         1.19403e-01,         1.53843e-01,         9.32677e-02,         1.15302e-01
                  45,         1.19811e-01,         1.20422e-01,         1.19402e-01,         1.53842e-01,         9.32665e-02,         1.15300e-01
                  46,         1.19812e-01,         1.20422e-01,         1.19402e-01,         1.53842e-01,         9.32662e-02,         1.15300e-01
                  47,         1.19811e-01,         1.20422e-01,         1.19401e-01,         1.53842e-01,         9.32661e-02,         1.15300e-01
                  48,         1.19811e-01,         1.20422e-01,         1.19401e-01,         1.53842e-01,         9.32661e-02,         1.15300e-01
                  49,         1.19811e-01,         1.20422e-01,         1.19401e-01,         1.53842e-01,         9.32661e-02,         1.15300e-01
